,Julian day,Date,Time,Battery,20cm soil T,1.5m air T,RH,Solar rad,rainfall,Wind speed,Vector speed,Vector dir,SD dir,PAR,0.7m air T,0.7m RH,Cumulative,Tmean,Unnamed: 18
0,,,,,,,(%),(W/m2), (mm),(m/s),(m/s),(deg),(deg),,,,rainfall,,
1,1.0,2023-01-01,0.0,13.17,18.07,10.23,91.3,-0.052,0,0.863,0.86,356.2,4.749,0.0,10.39,89.3,0,,
2,1.0,2023-01-01,30.0,13.13,18.01,9.31,92.6,-0.073,0,0.814,0.715,325.7,28.23,0.0,9.29,91.2,0,,
3,1.0,2023-01-01,100.0,13.15,17.94,8.81,91.9,-0.002,0,0.583,0.529,281,23.53,0.0,8.59,91.8,0,,
4,1.0,2023-01-01,130.0,13.11,17.87,8.37,92,-0.1,0,0.877,0.844,291.4,15.79,0.0,8.16,92.5,0,,
5,1.0,2023-01-01,200.0,13.12,17.8,8.05,91.7,-0.127,0,0.549,0.526,291.3,15.11,0.0,7.88,92.5,0,,
6,1.0,2023-01-01,230.0,13.08,17.73,7.4,93.7,-0.091,0,0.43,0.412,285.8,15.87,0.0,7.14,92.6,0,,
7,1.0,2023-01-01,300.0,13.1,17.65,7.22,94.1,-0.015,0,0.389,0.374,277.6,15.44,0.0,6.932,93.2,0,,
8,1.0,2023-01-01,330.0,13.06,17.57,6.994,93.8,0,0,0.539,0.509,270.8,18.54,0.0,6.729,93.5,0,,
9,1.0,2023-01-01,400.0,13.07,17.49,6.465,94.3,0,0,0.527,0.452,359,25.56,0.0,6.257,93.5,0,,
10,1.0,2023-01-01,430.0,13.03,17.41,6.274,95.6,0.127,0,0.361,0.345,338.2,14.27,0.0,5.995,94.0,0,,
11,1.0,2023-01-01,500.0,13.04,17.33,6.221,95.5,4.874,0,0.088,0.087,323,5.383,0.0,5.76,94.0,0,,
12,1.0,2023-01-01,530.0,13.02,17.25,6.213,95.7,23.07,0,0.304,0.295,333.9,11.72,0.0,5.933,94.4,0,,
13,1.0,2023-01-01,600.0,13.11,17.18,6.71,96,47.67,0,0.169,0.169,317.6,0,0.0,6.697,94.6,0,,
14,1.0,2023-01-01,630.0,13.14,17.1,8.14,95.4,69.67,0,0.131,0.129,324.8,7.91,0.0,8.02,94.8,0,,
15,1.0,2023-01-01,700.0,13.33,17.03,9.83,90.5,146.8,0,0.164,0.146,243.1,19.68,0.0,9.61,94.6,0,,
16,1.0,2023-01-01,730.0,13.45,16.97,14.2,75.7,370.2,0,0.255,0.108,297.9,54.17,0.0,14.06,89.8,0,,
17,1.0,2023-01-01,800.0,13.67,16.92,15.77,67,450.4,0,0.844,0.673,357.7,35.59,0.0,17.88,63.9,0,,
18,1.0,2023-01-01,830.0,13.78,16.89,15.97,64.22,554.9,0,1.643,1.522,1.405,21.98,0.0,18.36,58.48,0,,
19,1.0,2023-01-01,900.0,13.97,16.88,16.79,62.02,631.7,0,1.927,1.792,353.9,21.42,0.0,19.21,55.83,0,,
20,1.0,2023-01-01,930.0,14.27,16.89,18.3,57.14,770,0,1.295,0.903,351.1,44.55,0.0,21.19,50.09,0,,
21,1.0,2023-01-01,1000.0,14.55,16.92,19.28,54.42,853,0,1.319,0.51,15.22,63.44,0.0,22.28,47.11,0,,
22,1.0,2023-01-01,1030.0,14.1,16.97,18.94,56.43,376.2,0,0.729,0.273,96.9,63.91,0.0,21.22,50.15,0,,
23,1.0,2023-01-01,1100.0,14.75,17.04,20.37,55.87,731,0,0.885,0.553,85.3,48.77,0.0,22.08,51.67,0,,
24,1.0,2023-01-01,1130.0,14.61,17.12,20.6,56.65,712,0,1.064,0.733,44.65,45.09,0.0,22.66,51.6,0,,
25,1.0,2023-01-01,1200.0,14.71,17.19,20.41,58.17,796,0,1.129,0.966,34.13,30.73,0.0,22.96,51.35,0,,
26,1.0,2023-01-01,1230.0,14.88,17.28,20.55,57.48,922,0,1.45,1.171,29.56,35.51,0.0,23.08,51.02,0,,
27,1.0,2023-01-01,1300.0,14.84,17.38,20.81,55.74,875,0,1.566,1.32,22.03,32.14,0.0,23.49,48.96,0,,
28,1.0,2023-01-01,1330.0,14.79,17.49,20.39,57.91,881,0,1.587,1.394,22.69,28.31,0.0,22.69,52.41,0,,
29,1.0,2023-01-01,1400.0,15.02,17.61,20.98,56.72,1027,0,1.807,1.659,24.91,23.17,0.0,23.29,51.42,0,,
30,1.0,2023-01-01,1430.0,14.74,17.74,20.26,57.58,886,0,1.852,1.694,13.6,23.62,0.0,22.22,52.97,0,,
31,1.0,2023-01-01,1500.0,14.69,17.89,20.69,56.26,831,0,1.51,1.361,32.17,25.46,0.0,22.36,52.34,0,,
32,1.0,2023-01-01,1530.0,14.65,18.03,20.51,55.24,830,0,1.901,1.695,22.52,26.69,0.0,22.11,51.63,0,,
33,1.0,2023-01-01,1600.0,14.44,18.15,20.17,55.42,692.5,0,1.904,1.793,18.08,19.55,0.0,21.89,51.67,0,,
34,1.0,2023-01-01,1630.0,14.28,18.25,19.7,54.02,665.7,0,1.851,1.703,20.51,22.85,0.0,21.34,50.65,0,,
35,1.0,2023-01-01,1700.0,14.11,18.32,19.74,52.85,502.4,0,1.458,1.339,26.77,23.03,0.0,21.5,48.88,0,,
36,1.0,2023-01-01,1730.0,13.98,18.38,19.1,55.21,410.3,0,1.225,1.14,33.12,21.36,0.0,20.66,51.53,0,,
37,1.0,2023-01-01,1800.0,13.9,18.41,18.13,59.27,291.1,0,1.44,1.358,27.43,19.27,0.0,19.69,55.21,0,,
38,1.0,2023-01-01,1830.0,13.76,18.42,17.22,62.11,241.3,0,1.557,1.483,21.96,17.58,0.0,18.35,59.17,0,,
39,1.0,2023-01-01,1900.0,13.67,18.42,16.04,66.01,104.9,0,1.167,1.128,25.57,14.88,0.0,16.96,63.56,0,,
40,1.0,2023-01-01,1930.0,13.46,18.41,15.09,69.63,79.6,0,1.2,1.16,16.27,14.79,0.0,15.56,68.64,0,,
41,1.0,2023-01-01,2000.0,13.31,18.39,14.02,74.3,32.09,0,0.948,0.922,13.99,13.35,0.0,14.23,73.9,0,,
42,1.0,2023-01-01,2030.0,13.22,18.35,12.38,81.9,5.951,0,0.218,0.216,12.22,4.245,0.0,12.35,79.6,0,,
43,1.0,2023-01-01,2100.0,13.22,18.3,10.75,87.5,0.296,0,0.091,0.09,357.9,2.118,0.0,10.5,86.6,0,,
44,1.0,2023-01-01,2130.0,13.19,18.25,10.15,88.7,-0.001,0,0.52,0.495,336.7,17.28,0.0,9.44,90.2,0,,
45,1.0,2023-01-01,2200.0,13.19,18.18,9.68,89.6,-0.095,0,0.472,0.442,303.1,20.07,0.0,9.07,91.8,0,,
46,1.0,2023-01-01,2230.0,13.15,18.1,9.34,89.9,-0.002,0,0.516,0.512,301.7,5.998,0.0,8.92,92.1,0,,
47,1.0,2023-01-01,2300.0,13.17,18.02,8.6,92.1,-0.079,0,0.318,0.315,305.4,6.611,0.0,8.25,92.0,0,,
48,1.0,2023-01-01,2330.0,13.13,17.93,8.22,93.1,-0.001,0,0.48,0.454,287.8,17.18,0.0,7.93,92.8,0,,
49,2.0,2023-01-02,0.0,13.14,17.84,8.01,93.5,-0.025,0,0.414,0.404,275.9,12.01,0.0,7.69,93.1,0,13.899312500000002,
50,2.0,2023-01-02,30.0,13.11,17.76,7.87,93.2,-0.085,0,0.664,0.644,274.2,13.75,0.0,7.6,93.4,0,,
51,2.0,2023-01-02,100.0,13.13,17.67,7.6,93.6,-0.036,0,0.786,0.754,285.5,16.47,0.0,7.42,93.7,0,,
52,2.0,2023-01-02,130.0,13.09,17.58,7.72,93,0,0,1.104,1.086,266.4,10.33,0.0,7.5,93.9,0,,
53,2.0,2023-01-02,200.0,13.11,17.5,7.93,91.8,0,0,0.822,0.795,271.8,14.6,0.0,7.73,93.8,0,,
54,2.0,2023-01-02,230.0,13.07,17.42,7.29,93.5,-0.008,0,0.713,0.648,322,24.32,0.0,7.25,93.6,0,,
55,2.0,2023-01-02,300.0,13.09,17.34,6.914,94.5,-0.009,0,0.59,0.582,267,8.65,0.0,6.656,93.7,0,,
56,2.0,2023-01-02,330.0,13.04,17.26,6.958,94.4,0,0,0.764,0.706,281.4,22.21,0.0,6.797,94.1,0,,
57,2.0,2023-01-02,400.0,13.06,17.19,6.49,95,0,0,0.401,0.401,315.7,2.171,0.0,6.306,94.0,0,,
58,2.0,2023-01-02,430.0,13.01,17.11,6.345,95.7,0.05,0,0.389,0.378,270.9,11.92,0.0,6.017,94.3,0,,
59,2.0,2023-01-02,500.0,13.02,17.04,6.363,95.6,2.826,0,0.416,0.404,258.8,12.08,0.0,6.21,94.5,0,,
60,2.0,2023-01-02,530.0,13.0,16.96,6.268,95.8,15.36,0,0.604,0.542,285.8,23.4,0.0,6.14,94.6,0,,
61,2.0,2023-01-02,600.0,13.07,16.89,7.1,95.9,33.11,0,0.419,0.385,316.6,21.04,0.0,6.983,95.0,0,,
62,2.0,2023-01-02,630.0,13.08,16.82,8.19,95,41.46,0,0.538,0.528,355.6,9.34,0.0,8.05,95.2,0,,
63,2.0,2023-01-02,700.0,13.21,16.75,9.74,90.6,124.4,0,0.962,0.934,359.1,13.93,0.0,9.5,95.0,0,,
64,2.0,2023-01-02,730.0,13.29,16.7,12.84,79.9,371.6,0,1.225,1.174,5.681,16.57,0.0,13.37,87.7,0,,
65,2.0,2023-01-02,800.0,13.58,16.65,15.78,69.32,469.4,0,1.035,0.95,10.66,22.99,0.0,17.74,66.56,0,,
66,2.0,2023-01-02,830.0,13.76,16.62,16.16,67.44,566,0,1.774,1.669,3.248,19.68,0.0,18.51,61.46,0,,
67,2.0,2023-01-02,900.0,13.93,16.61,17.16,64.18,590.8,0,2.086,1.945,4.836,21.03,0.0,19.51,57.88,0,,
68,2.0,2023-01-02,930.0,14.12,16.63,17.81,60.26,705,0,2.774,2.604,357.4,20.06,0.0,19.81,55.42,0,,
69,2.0,2023-01-02,1000.0,14.55,16.66,18.69,58.03,787,0,2.88,2.657,357.8,22.55,0.0,20.77,52.89,0,,
70,2.0,2023-01-02,1030.0,14.84,16.72,19.59,54.8,900,0,2.42,2.142,1.272,27.45,0.0,21.96,49.34,0,,
71,2.0,2023-01-02,1100.0,15.21,16.81,20.24,53.82,999,0,2.2,2.064,2.932,20.08,0.0,22.8,47.71,0,,
72,2.0,2023-01-02,1130.0,15.02,16.91,21.0,50.99,911,0,1.576,1.303,19.88,33.6,0.0,23.55,45.2,0,,
73,2.0,2023-01-02,1200.0,15.14,17.03,21.3,49.37,1018,0,1.773,1.412,4.337,36.56,0.0,23.89,43.63,0,,
74,2.0,2023-01-02,1230.0,15.01,17.16,22.08,47.92,1025,0,1.69,1.461,18.35,29.79,0.0,24.93,41.62,0,,
75,2.0,2023-01-02,1300.0,15.02,17.31,21.81,51.47,1014,0,2.353,2.169,12.17,22.68,0.0,24.42,45.56,0,,
76,2.0,2023-01-02,1330.0,14.94,17.46,22.37,54.35,1025,0,2.111,1.904,23.38,25.36,0.0,24.5,49.3,0,,
77,2.0,2023-01-02,1400.0,14.91,17.62,22.09,53.2,981,0,2.523,2.384,13.88,18.98,0.0,23.96,49.18,0,,
78,2.0,2023-01-02,1430.0,14.76,17.79,22.03,53.44,927,0,2.751,2.558,10.66,21.44,0.0,23.74,49.58,0,,
79,2.0,2023-01-02,1500.0,14.74,17.97,22.8,55.42,896,0,2.038,1.819,30.01,26.55,0.0,24.46,51.46,0,,
80,2.0,2023-01-02,1530.0,14.59,18.14,22.17,57.07,849,0,2.67,2.498,16.9,20.56,0.0,23.81,53.21,0,,
81,2.0,2023-01-02,1600.0,14.48,18.29,21.67,54.91,763,0,3.001,2.856,10,17.8,0.0,23.12,51.65,0,,
82,2.0,2023-01-02,1630.0,14.24,18.41,21.04,56.6,664.4,0,3.723,3.608,7.11,14.22,0.0,22.25,53.66,0,,
83,2.0,2023-01-02,1700.0,14.13,18.51,20.3,58.55,577.4,0,4.17,4.052,7.89,13.6,0.0,21.37,55.81,0,,
84,2.0,2023-01-02,1730.0,13.97,18.58,20.26,59.48,462.5,0,2.845,2.725,15.25,16.64,0.0,21.45,56.35,0,,
85,2.0,2023-01-02,1800.0,13.87,18.62,19.55,61.92,374.7,0,3.407,3.282,10.29,15.52,0.0,20.57,58.98,0,,
86,2.0,2023-01-02,1830.0,13.73,18.64,18.95,64.25,292.3,0,3.189,3.096,10.62,13.83,0.0,19.88,61.45,0,,
87,2.0,2023-01-02,1900.0,13.67,18.64,18.21,67.68,211.6,0,3.155,3.048,11.51,14.94,0.0,19.01,65.18,0,,
88,2.0,2023-01-02,1930.0,13.48,18.63,17.17,69.8,128.1,0,3.468,3.355,7.32,14.64,0.0,17.69,68.27,0,,
89,2.0,2023-01-02,2000.0,13.34,18.61,15.79,73.7,21.94,0,3.025,2.95,3.852,12.76,0.0,16.11,72.8,0,,
90,2.0,2023-01-02,2030.0,13.23,18.58,14.61,79.5,4.12,0,2.135,2.1,4.676,10.38,0.0,14.84,79.0,0,,
91,2.0,2023-01-02,2100.0,13.24,18.53,14.1,81.1,0.046,0,2.172,2.135,4.278,10.59,0.0,14.26,80.9,0,,
92,2.0,2023-01-02,2130.0,13.2,18.48,13.53,83.5,-0.026,0,1.801,1.766,359,11.18,0.0,13.65,83.5,0,,
93,2.0,2023-01-02,2200.0,13.21,18.43,13.29,85.5,-0.104,0,1.696,1.675,2.176,9,0.0,13.41,85.2,0,,
94,2.0,2023-01-02,2230.0,13.18,18.36,12.83,88.2,-0.085,0,1.427,1.41,2.985,8.94,0.0,12.93,87.8,0,,
95,2.0,2023-01-02,2300.0,13.19,18.29,12.19,90.8,-0.023,0,1.266,1.253,354.5,8.41,0.0,12.28,90.0,0,,
96,2.0,2023-01-02,2330.0,13.16,18.23,11.46,92.8,-0.07,0,0.744,0.685,325.2,22.73,0.0,11.34,91.3,0,,
97,3.0,2023-01-03,0.0,13.17,18.16,11.07,94.1,-0.08,0,0.482,0.473,289.4,11.34,0.0,10.7,92.6,0,14.889958333333338,
98,3.0,2023-01-03,30.0,13.14,18.09,10.84,94.5,-0.002,0,0.687,0.679,275.9,8.48,0.0,10.73,93.4,0,,
99,3.0,2023-01-03,100.0,13.15,18.01,11.04,94.4,0,0,1.08,1.06,264.1,11.02,0.0,10.99,94.0,0,,
100,3.0,2023-01-03,130.0,13.12,17.94,11.85,92.1,0,0,1.382,1.342,264.2,13.83,0.0,11.93,93.8,0,,
101,3.0,2023-01-03,200.0,13.14,17.87,12.1,91,0,0,1.006,0.984,258.3,12.02,0.0,12.27,92.5,0,,
102,3.0,2023-01-03,230.0,13.1,17.8,12.23,91.8,0,0,0.27,0.245,282.4,18.65,0.0,12.43,92.0,0,,
103,3.0,2023-01-03,300.0,13.12,17.75,12.26,92.3,0,0,0.104,0.103,295.7,1.552,0.0,12.44,92.0,0,,
104,3.0,2023-01-03,330.0,13.08,17.7,12.05,92.6,0,0,0.177,0.173,275.6,8.28,0.0,12.14,91.9,0,,
105,3.0,2023-01-03,400.0,13.1,17.66,12.14,94.5,0,0,0.41,0.389,10.7,15.82,0.0,12.35,92.9,0,,
106,3.0,2023-01-03,430.0,13.06,17.61,12.72,93.4,0.052,0,0.526,0.493,7.66,18.77,0.0,12.98,93.2,0,,
107,3.0,2023-01-03,500.0,13.07,17.57,12.96,92.7,2.702,0,0.397,0.368,354.6,17.15,0.0,13.21,92.9,0,,
108,3.0,2023-01-03,530.0,13.04,17.54,13.24,91.8,17.89,0,0.729,0.624,341.9,30.48,0.0,13.53,92.2,0,,
109,3.0,2023-01-03,600.0,13.1,17.51,14.09,88.4,46.4,0,0.61,0.515,340.9,29.49,0.0,14.36,90.0,0,,
110,3.0,2023-01-03,630.0,13.13,17.48,14.12,87.2,98.6,0,1.038,0.975,358.3,19.93,0.0,14.69,87.0,0,,
111,3.0,2023-01-03,700.0,13.33,17.46,15.04,82.6,134.7,0,1.334,1.211,315.1,24.52,0.0,15.78,81.3,0,,
112,3.0,2023-01-03,730.0,13.46,17.45,15.61,80.2,270,0,1.595,1.352,334.3,31.64,0.0,16.62,77.9,0,,
113,3.0,2023-01-03,800.0,13.64,17.44,18.29,69.58,477.1,0,1.513,1.13,255.5,40.42,0.0,20.8,62.03,0,,
114,3.0,2023-01-03,830.0,13.74,17.44,18.63,69.8,593.4,0,1.632,1.21,246.8,41.21,0.0,21.54,60.84,0,,
115,3.0,2023-01-03,900.0,13.91,17.46,19.75,66.07,657.9,0,1.227,0.871,3.777,43.41,0.0,22.59,57.33,0,,
116,3.0,2023-01-03,930.0,14.1,17.49,20.89,64.27,727,0,1.107,0.734,1.248,46.98,0.0,23.49,56.69,0,,
117,3.0,2023-01-03,1000.0,14.26,17.53,22.54,58.8,810,0,1.14,0.73,10.92,48.55,0.0,25.2,51.38,0,,
118,3.0,2023-01-03,1030.0,14.43,17.58,23.16,57.1,872,0,1.252,0.826,5.535,47.2,0.0,25.83,49.91,0,,
119,3.0,2023-01-03,1100.0,14.83,17.65,24.42,53.93,930,0,1.141,0.591,39.94,56.05,0.0,27.16,46.94,0,,
120,3.0,2023-01-03,1130.0,14.87,17.74,25.62,49.44,979,0,0.916,0.407,31.94,60.36,0.0,28.35,42.69,0,,
121,3.0,2023-01-03,1200.0,14.9,17.85,27.95,45.06,1022,0,1.07,0.631,120.6,51.81,0.0,30.81,38.64,0,,
122,3.0,2023-01-03,1230.0,14.77,17.98,28.65,44.77,1036,0,1.302,1.05,139,35.6,0.0,32.08,37.28,0,,
123,3.0,2023-01-03,1300.0,14.71,18.12,29.29,42.42,1024,0,1.277,0.826,134.2,48.12,0.0,32.9,35.05,0,,
124,3.0,2023-01-03,1330.0,14.44,18.27,28.12,45.44,914,0,1.383,0.382,189.6,68.81,0.0,31.2,38.57,0,,
125,3.0,2023-01-03,1400.0,14.26,18.43,25.61,52.07,705,0,2.951,2.824,10.15,16.79,0.0,27.17,48.37,0,,
126,3.0,2023-01-03,1430.0,14.59,18.59,26.68,48.8,890,0,2.076,1.935,24.15,21.09,0.0,28.61,44.79,0,,
127,3.0,2023-01-03,1500.0,14.69,18.75,26.8,46.1,911,0,2.216,2.048,21.98,22.26,0.0,28.53,42.65,0,,
128,3.0,2023-01-03,1530.0,14.51,18.9,26.0,45.37,835,0,3.647,3.536,7.24,14.15,0.0,27.47,42.16,0,,
129,3.0,2023-01-03,1600.0,14.43,19.03,25.75,44.64,757,0,3.209,3.076,7.9,16.53,0.0,26.98,42.05,0,,
130,3.0,2023-01-03,1630.0,14.2,19.16,25.5,44.12,672,0,3.666,3.515,10.93,16.41,0.0,26.74,41.54,0,,
131,3.0,2023-01-03,1700.0,14.08,19.25,24.95,48.69,587.8,0,3.493,3.377,10.41,14.75,0.0,26.07,46.06,0,,
132,3.0,2023-01-03,1730.0,13.91,19.32,25.02,50.7,497.5,0,2.555,2.45,14.13,16.39,0.0,26.34,47.46,0,,
133,3.0,2023-01-03,1800.0,13.78,19.37,23.91,54.83,350.1,0,2.861,2.772,11.15,14.28,0.0,25.06,51.66,0,,
134,3.0,2023-01-03,1830.0,13.63,19.39,22.34,59.87,188.5,0,3.138,3.044,8.5,14,0.0,23.01,57.98,0,,
135,3.0,2023-01-03,1900.0,13.61,19.4,21.64,61.78,157.1,0,3.186,3.11,7.19,12.49,0.0,22.18,60.33,0,,
136,3.0,2023-01-03,1930.0,13.45,19.39,20.4,62.76,81.1,0,3.241,3.167,7.57,12.2,0.0,20.83,61.63,0,,
137,3.0,2023-01-03,2000.0,13.3,19.37,19.32,65.37,26.78,0,2.937,2.867,8.32,12.53,0.0,19.61,64.72,0,,
138,3.0,2023-01-03,2030.0,13.24,19.34,18.23,67.8,3.258,0,2.724,2.667,0.991,11.7,0.0,18.46,67.39,0,,
139,3.0,2023-01-03,2100.0,13.24,19.3,17.26,72.1,0.012,0,1.824,1.804,1.188,8.43,0.0,17.43,71.8,0,,
140,3.0,2023-01-03,2130.0,13.21,19.25,16.29,76.8,-0.134,0,1.19,1.176,355.9,8.52,0.0,16.31,77.2,0,,
141,3.0,2023-01-03,2200.0,13.21,19.19,15.61,80.2,-0.181,0,1.276,1.261,359.4,8.1,0.0,15.48,81.4,0,,
142,3.0,2023-01-03,2230.0,13.18,19.13,15.53,80.8,-0.051,0,1.472,1.456,359.9,8.42,0.0,15.57,81.4,0,,
143,3.0,2023-01-03,2300.0,13.19,19.06,15.13,82.6,-0.002,0,2.096,2.071,1.449,8.77,0.0,15.27,82.6,0,,
144,3.0,2023-01-03,2330.0,13.16,18.99,14.94,83.8,-0.005,0,2.216,2.188,1.542,9.2,0.0,15.14,83.6,0,,
145,4.0,2023-01-04,0.0,13.18,18.93,14.88,84.4,-0.055,0,2.244,2.209,2.091,10.13,0.0,15.14,83.9,0,19.195625000000003,
146,4.0,2023-01-04,30.0,13.15,18.86,14.32,86.8,-0.156,0,2.055,2.021,359.5,10.31,0.0,14.6,86.0,0,,
147,4.0,2023-01-04,100.0,13.16,18.79,13.89,88.5,-0.03,0,1.45,1.428,5.361,9.96,0.0,14.02,88.0,0,,
148,4.0,2023-01-04,130.0,13.12,18.73,13.92,88.1,-0.016,0,1.121,1.097,3.558,10.66,0.0,14.04,87.9,0,,
149,4.0,2023-01-04,200.0,13.14,18.67,12.71,91.9,-0.118,0,0.291,0.243,1.569,25.84,0.0,12.73,89.2,0,,
150,4.0,2023-01-04,230.0,13.1,18.6,12.45,93.7,-0.004,0,0.455,0.418,1.876,19.59,0.0,12.35,91.8,0,,
151,4.0,2023-01-04,300.0,13.11,18.54,12.56,92.9,-0.145,0,0.603,0.497,358.7,30.81,0.0,12.46,92.7,0,,
152,4.0,2023-01-04,330.0,13.07,18.47,11.85,94.4,-0.034,0,0.74,0.697,320.2,19.56,0.0,11.77,93.1,0,,
153,4.0,2023-01-04,400.0,13.08,18.4,11.77,94.6,0,0,0.727,0.688,312.7,18.74,0.0,11.65,93.6,0,,
154,4.0,2023-01-04,430.0,13.04,18.33,11.04,95.3,0.035,0,0.657,0.594,335.6,23.31,0.0,11.03,93.8,0,,
155,4.0,2023-01-04,500.0,13.05,18.26,10.77,95.8,3.229,0,0.415,0.414,291.8,3.959,0.0,10.5,94.0,0,,
156,4.0,2023-01-04,530.0,13.03,18.2,10.68,95.9,24.48,0,0.435,0.407,329.4,18.06,0.0,10.51,94.4,0,,
157,4.0,2023-01-04,600.0,13.12,18.13,12.04,96.1,61.57,0,0.655,0.652,4.16,5.165,0.0,12.09,95.0,0,,
158,4.0,2023-01-04,630.0,13.14,18.06,13.24,92,76.7,0,1.255,1.242,3.18,8.19,0.0,13.31,94.3,0,,
159,4.0,2023-01-04,700.0,13.3,18.0,14.35,89.8,132.6,0,0.877,0.859,4.534,11.63,0.0,14.41,92.8,0,,
160,4.0,2023-01-04,730.0,13.4,17.95,18.64,73.6,328.9,0,0.396,0.374,5.55,16.22,0.0,18.93,80.3,0,,
161,4.0,2023-01-04,800.0,13.62,17.91,20.49,65.04,437.7,0,1.151,1.101,4.563,16.76,0.0,22.64,60.12,0,,
162,4.0,2023-01-04,830.0,13.72,17.89,22.61,61.03,542.5,0,1.047,0.923,21.9,27.7,0.0,24.96,54.81,0,,
163,4.0,2023-01-04,900.0,13.86,17.88,23.51,57.36,616.2,0,1.281,1.157,18.14,25.14,0.0,25.91,51.13,0,,
164,4.0,2023-01-04,930.0,14.03,17.9,26.31,46.39,741,0,1.018,0.76,46.44,40.79,0.0,28.86,40.44,0,,
165,4.0,2023-01-04,1000.0,14.18,17.94,26.7,43.54,803,0,1.042,0.773,30.31,41.09,0.0,29.19,38.15,0,,
166,4.0,2023-01-04,1030.0,14.38,18.01,27.8,47.57,829,0,1.287,0.812,148.6,49.21,0.0,30.68,40.63,0,,
167,4.0,2023-01-04,1100.0,14.74,18.09,28.63,47.28,868,0,1.585,1.07,146.9,46.18,0.0,31.86,39.9,0,,
168,4.0,2023-01-04,1130.0,14.91,18.19,27.91,41.59,1021,0,1.504,1.006,17.44,46.6,0.0,30.66,35.87,0,,
169,4.0,2023-01-04,1200.0,14.88,18.3,28.15,41.04,1102,0,1.34,0.923,37.29,45.17,0.0,31.08,35.35,0,,
170,4.0,2023-01-04,1230.0,14.76,18.43,28.69,38.15,1215,0,1.447,1.205,24.19,33.12,0.0,31.88,32.29,0,,
171,4.0,2023-01-04,1300.0,14.79,18.58,28.46,38.47,1261,0,1.972,1.766,11.24,26.19,0.0,31.51,33.12,0,,
172,4.0,2023-01-04,1330.0,14.57,18.74,27.68,41.52,1068,0,2.921,2.752,6.067,19.49,0.0,30.1,36.45,0,,
173,4.0,2023-01-04,1400.0,14.64,18.9,26.65,42.26,997,0,3.411,3.272,7.51,16.33,0.0,28.3,38.79,0,,
174,4.0,2023-01-04,1430.0,14.45,19.08,25.55,47.95,802,0,4.22,4.088,7.01,14.35,0.0,26.85,44.83,0,,
175,4.0,2023-01-04,1500.0,14.72,19.25,25.92,47.05,883,0,3.843,3.683,5.387,16.52,0.0,27.32,43.84,0,,
176,4.0,2023-01-04,1530.0,14.36,19.41,25.41,47.48,677,0,3.74,3.614,8.59,14.84,0.0,26.67,44.55,0,,
177,4.0,2023-01-04,1600.0,14.04,19.55,24.84,50.69,518.7,0,3.008,2.876,13.76,17,0.0,26.05,47.75,0,,
178,4.0,2023-01-04,1630.0,14.03,19.66,24.11,55.06,475.6,0,3.356,3.251,11.77,14.33,0.0,25.34,51.86,0,,
179,4.0,2023-01-04,1700.0,13.82,19.73,22.85,58.26,227.6,0,2.724,2.634,8.23,14.72,0.0,23.65,56.14,0,,
180,4.0,2023-01-04,1730.0,13.73,19.79,22.38,58.42,179.4,0,3.08,2.984,4.343,14.3,0.0,23.04,56.73,0,,
181,4.0,2023-01-04,1800.0,13.75,19.82,21.67,59.26,146.3,0,3.742,3.631,5.272,13.96,0.0,22.27,57.63,0,,
182,4.0,2023-01-04,1830.0,13.46,19.83,20.84,62.94,58.55,0,3.345,3.245,2.887,13.96,0.0,21.28,61.9,0,,
183,4.0,2023-01-04,1900.0,13.31,19.82,19.75,71.8,35.87,0,2.406,2.353,5.723,11.92,0.0,20.03,71.7,0,,
184,4.0,2023-01-04,1930.0,13.25,19.8,19.51,71.7,28.27,0,2.132,2.001,346.5,20.07,0.0,19.85,71.0,0,,
185,4.0,2023-01-04,2000.0,13.26,19.77,18.77,74.3,14.95,0,1.622,1.55,5.848,16.99,0.0,19.11,73.5,0,,
186,4.0,2023-01-04,2030.0,13.22,19.73,18.13,76.8,1.606,0,1.664,1.633,4.883,11.03,0.0,18.43,76.2,0,,
187,4.0,2023-01-04,2100.0,13.23,19.68,17.84,78.2,-0.124,0,1.366,1.342,359,10.9,0.0,18.11,77.7,0,,
188,4.0,2023-01-04,2130.0,13.2,19.63,17.6,79.2,-0.09,0,1.947,1.916,1.498,10.16,0.0,17.84,78.9,0,,
189,4.0,2023-01-04,2200.0,13.21,19.57,17.32,80.6,-0.008,0,1.928,1.882,6.774,12.53,0.0,17.62,79.9,0,,
190,4.0,2023-01-04,2230.0,13.18,19.52,17.02,81.6,0,0,1.922,1.879,359,12.17,0.0,17.28,81.0,0,,
191,4.0,2023-01-04,2300.0,13.19,19.46,16.74,82.1,-0.008,0,2.072,2.044,6.862,9.47,0.0,16.97,81.7,0,,
192,4.0,2023-01-04,2330.0,13.16,19.4,16.62,82.5,-0.017,0,1.667,1.643,8.16,9.73,0.0,16.84,82.2,0,,
193,5.0,2023-01-05,0.0,13.17,19.34,16.33,84,-0.088,0,0.94,0.929,13.57,8.84,0.0,16.53,83.8,0,19.729583333333334,
194,5.0,2023-01-05,30.0,13.14,19.29,16.08,85.3,-0.189,0,1.113,1.091,357.1,11.39,0.0,16.25,85.4,0,,
